Output_File,AvgSlip,ARB_FrontRear&FrontToe&FrontBump&Diff_Coast
VLoutput0_00.csv,2.8795993673056794,-0.12865079770387236
VLoutput0_01.csv,2.697372449715449,1.1021935589658094
VLoutput0_02.csv,4.733755134922692,0.3124647774099881
VLoutput0_03.csv,5.303136073706629,1.2320554923350198
VLoutput0_04.csv,,0.5443067988093737
VLoutput0_05.csv,5.708001197714822,2.1848199964144657
VLoutput0_06.csv,2.363202729673863,0.298745869564937
VLoutput0_07.csv,5.9099406268163,0.1282398915170923
VLoutput0_08.csv,4.43797721502955,0.18855536372780565
VLoutput0_09.csv,4.588165743920932,0.03038124596502431
VLoutput0_10.csv,3.51657752129401,-0.05174030141316904
VLoutput0_11.csv,2.7988347458689202,0.0
VLoutput0_12.csv,2.3042841508924132,0.30350009316037274
VLoutput0_13.csv,4.675139208557897,0.041819481492466434
VLoutput0_14.csv,6.248351694063422,8.496031051079811
VLoutput0_15.csv,6.543325090813827,0.4589210854524815
VLoutput0_16.csv,3.3760715300938244,-0.7980445523735459
VLoutput0_17.csv,6.49128214246036,4.1503387456534275
VLoutput0_18.csv,5.965371144217818,2.7837505031304954
VLoutput0_19.csv,6.16073928170314,4.8204656278012195
VLoutput0_20.csv,3.786235619237902,-0.21098563187357366
VLoutput0_21.csv,6.786339749197299,5.562783401681393
VLoutput0_22.csv,7.712646004428628,0.9664005604744792
VLoutput0_23.csv,3.4765620596786464,-2.098681533260363
VLoutput0_24.csv,2.5600328671937236,0.2867238980018424
VLoutput0_25.csv,3.5774547450438043,0.6607842358879229
VLoutput0_26.csv,4.30536727086172,-0.025086333015792845
VLoutput0_27.csv,2.5125405989096836,-0.13394532983966778
VLoutput0_28.csv,7.974091886772448,0.8396483095563926
VLoutput0_29.csv,5.043891762891751,0.8239761575070575
VLoutput0_30.csv,9.11271657713853,1.2655569816221843
VLoutput0_31.csv,9.415064864044007,34.69428230456167
VLoutput0_32.csv,2.5235019193353128,-0.02893668392901507
VLoutput0_33.csv,3.298322744518206,0.052338740449432396
VLoutput0_34.csv,5.606000031663765,2.571871689425304
VLoutput0_35.csv,3.3477344740846537,-2.320949887274294
VLoutput0_36.csv,2.429930924121649,-0.18771185806748122
VLoutput0_37.csv,2.6914411118713493,-0.92710418223543
VLoutput0_38.csv,3.5109995663742932,-0.4251391088900763
VLoutput0_39.csv,7.055926264539736,2.577004587976592
VLoutput0_40.csv,4.246700729506306,-0.2866075065419553
VLoutput0_41.csv,7.084144266802924,2.2262958503108865
VLoutput0_42.csv,4.109151665819534,-4.122521533966562
VLoutput0_43.csv,3.9870550742664825,1.4316039975865011
VLoutput0_44.csv,2.2714598818486595,8.505483033855004
VLoutput0_45.csv,3.0371660922689476,0.03315613855659313
VLoutput0_46.csv,6.844137648246244,2.105476698851206
VLoutput0_48.csv,6.032396882573841,1.3328034367006296
VLoutput0_49.csv,4.880838738213712,2.7411064265128604
VLoutput1_01.csv,3.3727067861763818,-0.8803754151914154
VLoutput1_02.csv,2.667216299674364,-4.402256005598478
VLoutput1_03.csv,6.7514523489548655,2.50039584444292
VLoutput1_04.csv,3.7603202492140015,8.869838198566226
VLoutput1_05.csv,3.1711074443674754,0.2628784936205734
VLoutput1_06.csv,6.59996402262151,0.5389360309751003
VLoutput1_07.csv,7.843112158487729,5.865605827746065
VLoutput1_08.csv,3.843816261019307,0.907383546298523
VLoutput1_09.csv,6.188494459447185,-2.1204249250923395
VLoutput1_10.csv,4.073202312495117,5.383429515508822
VLoutput1_11.csv,6.881623547956546,0.6551784671670768
VLoutput1_12.csv,,2.5184441234511366
VLoutput1_13.csv,4.765445487485092,0.09109914980626718
VLoutput1_14.csv,5.301316898874478,37.874374293047204
VLoutput1_15.csv,5.1678894876458354,0.4391881570468972
VLoutput1_16.csv,3.353630298071381,0.3260030326688756
VLoutput1_17.csv,3.701912973726395,0.10369695756395651
VLoutput1_18.csv,2.1515134322337546,-2.2705853981453177
VLoutput1_19.csv,4.145813272243406,-5.275348358092015
VLoutput1_20.csv,6.979890788923059,4.874694886498727
VLoutput1_21.csv,3.5845525653292833,2.744451940123845
VLoutput1_22.csv,3.296171521112369,0.6784720483457951
VLoutput1_23.csv,7.082824779007353,2.5079405531697283
VLoutput1_24.csv,2.829763959636525,1.0861667794036707
VLoutput1_25.csv,7.836096486800243,0.2779648524107178
VLoutput1_26.csv,3.573740064841657,0.4227884451802632
VLoutput1_27.csv,2.9300340283146995,0.6945813741143767
VLoutput1_28.csv,5.207316454628087,-4.879839526458206
VLoutput1_29.csv,2.969124327076735,1.9909762387871188
VLoutput1_30.csv,3.068006781747386,-0.0038191613336851127
VLoutput1_31.csv,2.432794151290106,0.4032279052590933
