Output_File,AvgSlip,FrontRear_TyrePressure
VLoutput0_00.csv,2.8795993673056794,1.3942470285073458
VLoutput0_01.csv,2.697372449715449,1.4888910680487852
VLoutput0_02.csv,4.733755134922692,1.155917729034208
VLoutput0_03.csv,5.303136073706629,0.7844727529877259
VLoutput0_04.csv,,2.130295613885089
VLoutput0_05.csv,5.708001197714822,2.5040551873535994
VLoutput0_06.csv,2.363202729673863,0.7990427754978725
VLoutput0_07.csv,5.9099406268163,1.2645649320075185
VLoutput0_08.csv,4.43797721502955,0.9272595727004863
VLoutput0_09.csv,4.588165743920932,0.5808595922960288
VLoutput0_10.csv,3.51657752129401,0.5148691344440818
VLoutput0_11.csv,2.7988347458689202,1.2430108541593698
VLoutput0_12.csv,2.3042841508924132,0.9927780145364629
VLoutput0_13.csv,4.675139208557897,0.9257572718032147
VLoutput0_14.csv,6.248351694063422,2.099347303247753
VLoutput0_15.csv,6.543325090813827,0.5201452997440007
VLoutput0_16.csv,3.3760715300938244,1.5856614781099907
VLoutput0_17.csv,6.49128214246036,1.3028141642017799
VLoutput0_18.csv,5.965371144217818,0.823249375809456
VLoutput0_19.csv,6.16073928170314,1.1582859946549473
VLoutput0_20.csv,3.786235619237902,0.48648155980869506
VLoutput0_21.csv,6.786339749197299,2.1710483380863947
VLoutput0_22.csv,7.712646004428628,1.938987122473361
VLoutput0_23.csv,3.4765620596786464,0.48665797378911235
VLoutput0_24.csv,2.5600328671937236,0.4997497246380747
VLoutput0_25.csv,3.5774547450438043,0.4795306771235294
VLoutput0_26.csv,4.30536727086172,1.128076361241575
VLoutput0_27.csv,2.5125405989096836,1.0295167275205124
VLoutput0_28.csv,7.974091886772448,0.8706923074923061
VLoutput0_29.csv,5.043891762891751,0.7116533076180319
VLoutput0_30.csv,9.11271657713853,0.4028396186336824
VLoutput0_31.csv,9.415064864044007,0.6602311116266256
VLoutput0_32.csv,2.5235019193353128,1.0155167105481844
VLoutput0_33.csv,3.298322744518206,0.8285286693252273
VLoutput0_34.csv,5.606000031663765,0.3896305238197888
VLoutput0_35.csv,3.3477344740846537,0.6673804515517852
VLoutput0_36.csv,2.429930924121649,1.1104354685696054
VLoutput0_37.csv,2.6914411118713493,2.3814827798967917
VLoutput0_38.csv,3.5109995663742932,1.335530191526885
VLoutput0_39.csv,7.055926264539736,1.0782425420369848
VLoutput0_40.csv,4.246700729506306,0.5681240576661913
VLoutput0_41.csv,7.084144266587737,1.0916471466661584
VLoutput0_42.csv,4.109151665819534,0.48592448141081807
VLoutput0_43.csv,3.9870550742664825,0.8255079063013127
VLoutput0_44.csv,2.2714598818486595,0.9814844270598561
VLoutput0_45.csv,3.0371660922689476,2.1945843273851944
VLoutput0_46.csv,6.844137648246244,1.0244057776155193
VLoutput0_48.csv,6.032396882573841,1.2015796796792493
VLoutput0_49.csv,4.880838738213712,1.6821703051819359
VLoutput1_01.csv,3.3727067861763818,0.8429018071350199
VLoutput1_02.csv,2.667216299674364,1.9165281750896788
VLoutput1_03.csv,6.7514523489548655,0.7491616873513655
VLoutput1_04.csv,3.7603202492140015,0.6716119136494089
VLoutput1_05.csv,3.1711074443674754,1.9999751781264923
VLoutput1_06.csv,6.59996402262151,0.5660894507856385
VLoutput1_07.csv,7.843112158487729,0.9335094597001514
VLoutput1_08.csv,3.843816261019307,2.6371954433903046
VLoutput1_09.csv,6.188494459447185,0.5332686874881746
VLoutput1_10.csv,4.073202312495117,0.7244853010582398
VLoutput1_11.csv,6.881623547956546,0.5943972988520873
VLoutput1_12.csv,,0.627330775196802
VLoutput1_13.csv,4.765445487485092,0.7897487687384028
VLoutput1_14.csv,5.301316898874478,1.1743733654469897
VLoutput1_15.csv,5.1678894876458354,0.8480534658458876
VLoutput1_16.csv,3.353630298071381,0.9286081350667048
VLoutput1_17.csv,3.701912973726395,1.2308131602478845
VLoutput1_18.csv,2.1515134322337546,0.8765593363329583
VLoutput1_19.csv,4.145813272243406,1.2382298009428656
VLoutput1_20.csv,6.979890788923059,1.644123847026978
VLoutput1_21.csv,3.5845525653292833,0.6559105072886832
VLoutput1_22.csv,3.296171521112369,0.7379276209391624
VLoutput1_23.csv,7.082824779007353,1.5353518375768673
VLoutput1_24.csv,2.829763959636525,0.622801356369745
VLoutput1_25.csv,7.836096486800243,1.6084467720219249
VLoutput1_26.csv,3.573740064841657,0.6564882380839606
VLoutput1_27.csv,2.9300340283146995,1.1745615526364521
VLoutput1_28.csv,5.207316454628087,0.5384893461146937
VLoutput1_29.csv,2.969124327076735,1.553969560893493
VLoutput1_30.csv,3.068006781747386,1.200801897684573
VLoutput1_31.csv,2.432794151290106,0.6911372168868551
